text,sentiment
i love the cheesey ones and the cool orignal ones,positive
in the arts having coffee and cake,neutral
thanks,positive
btw that song is youll always find ur way back home by hannah montana,neutral
can safely say i wont be a euro winner this week,neutral
but i keep updating,neutral
i was right about the wave off,neutral
i just realized today was my last day to see my best friend tanner im goin to miss him so much,neutral
happy,positive
hurtling,negative
no stay and play,neutral
theres no food,negative
nothing to do just sitting here i can see mrs p and her husband,neutral
karma is a i just got hung up on lol im still a big dawg though,neutral
greenville drive games just arent the same without the baseball guy clown,negative
stupid,negative
headache,negative
i absolutely love you thanks,positive
at ihop with the bestiesminus one wheres the dr at work of course,neutral
you the other crew and cob tried your hardest to put on great shows and fans all appreciate it tell alexi get well soon mh,neutral
its so much more fun,positive
dont leave forever well miss you too much,negative
now eating and meeting at the same time sigh well well i want to start work out too but will have to wait move to my new house,neutral
me too wonder if mnet will show it,neutral
i hope filming is going well im new to the whole twilight phenomenon they couldnt have picked a better vampire,neutral
its a hott tuunee,neutral
oh hi terri good now what about you any good gossip,positive
broke,negative
should be drank with sugar and milk not coffee you have coffee on my brain,neutral
im there all weekend expecting it to be way too hot,neutral
good,positive
got up early did a ton now im headed to cherokee park to run and walk,neutral
not actually managed to purchase anything from the ovi store yet constant server error on check out,neutral
come join the fun as i through out the first pitch at the legends game may pm,neutral
defeated,negative
why doesnt mcdonalds make pineapple pies,neutral
rubbish,negative
your welcome,neutral
fine,positive
really wants a puppy,neutral
its raining,neutral
winner,positive
ok hubby really isnt going to be logging off anytime soon what to do what to do,neutral
first time,neutral
how do you sleep jesse mccartney,neutral
if you cant hide the tweetie icon why not change it,neutral
serenading,positive
kill,negative
i knew my mom loved flowers and she loves the rieger begonia so hanging basket seemed perfect,positive
happy,positive
yep this is about as boonies as it gets if you look at the map in transition gotta find a place and a job,neutral
why arent you coming to montreal,neutral
yeah,neutral
learning for school now,neutral
happy,positive
nd i wouldnt miss it for the world,positive
thank god,positive
d indeed,neutral
anderson your tweets were awesome the heat thats what dencorub is for,neutral
really like,positive
going to london,neutral
name,positive
i wanna go shopping i dont get paid till next week,neutral
happy,positive
sorry,negative
ive been up most of what normal ppl consider the night no problem going to sleep but nightmares been waking me up,neutral
hurt,negative
my day was good spent the day catching up on sleep relaxing kind of a lazy day hehe oo shopping,neutral
welcome,positive
i wish we were there now,negative
hope i get tones of sweet dealz and lots of fancy clothes,positive
thank you,positive
why does everyone sing playback at the comet,neutral
yaay,positive
i could go for some lulus or slanted door right about now tomorrow is the farmers market right,neutral
whoever u are and wherever u go always remember where u come from,neutral
why didnt i see you,neutral
hehe indeed it is i actually nearly changed my bio to just dont panic but i wanted to keep in the freehugs,neutral
twitter criado,neutral
it might be sunny today but alas new product must make it to etsy,neutral
that is awesome,positive
talk with your hips,neutral
i miss the seniors already,negative
bout watch a movie nd drink wit martin nd leslie,neutral
sick,negative
thats sad,negative
so good,positive
i sound really brummie lol but most of all i just hate looking at myself,negative
its worse than i thought it would be,negative
off to take a math quizon a fridayboo,neutral
name,positive
not a fan of his music but think hes hilarious in my pants way too funny,negative
anyone want my chocolate nutella mochi its just gonna go to waste,neutral
i live in manchester england but still have never been to london,neutral
late again i see you missed a great time at donnys birthday remember to call him on monday,neutral
happy,positive
ive gotten so much packed up already lmao well little anyway either way i have a good start,neutral
immensely sad,negative
good morning,positive
disconnected,negative
n fan,positive
well then close your pretty eyes and count boring sheep youll be sleeping in no time,neutral
why do i think i have to take medicine cuz i was laughing to hard my head should not be in this much pain i thought laughter was gud,neutral
happy ve,positive
maybe someday i lova ya friends my computer sucks listening to tomorrow meet my bbff,neutral
these stupid people,negative
makes me wish,negative
hopefully,positive
just woke up still in bed sundays r the its the do nothing day of the week,neutral
n amazing,positive
me and arlando are totally done i havne talked to him in a long timenow i just have to find a worth while man,neutral
welcome,positive
i miss that so much,negative
i dont like being sick,negative
starving,negative
was nice,positive
friends,positive
t enjoy,positive
x hey cameron i know it was amazing and i have sunburn too so my mum isnt happy my throat kills still it,neutral
just got home from another amazing night,positive
x when my brother is i will have moved,neutral
im uploading some videos to youtube will give link once i get more loaded variety from my daily life not amazing but fun to watch,neutral
horrible,negative
no clever headline sorry,negative
happy,positive
but i cant find a karaoke track in a high enough key,negative
excited,positive
stomachace,negative
i hate getting the trailhead,negative
re tire,negative
oh dear bgt,neutral
thanks,positive
wish i can be with her every day,neutral
must be time to go home yes indeedy,neutral
where is teng,neutral
tiring,negative
so this is where youre getting the for the island,neutral
t he had misbehaved specifically to upset your mom and you,negative
im at the bottom of the totem pole,negative
oh i read that,neutral
glad,positive
jealous,negative
yeah same,neutral
good,positive
super bored,negative
sick,negative
kiisfm hey i cant seems to get ryans show online whats not right then,neutral
i worked more today than i did yesterday but my time card says that i worked the same oh well hello weekend,neutral
feel like i lost a limb,negative
not having a good dayone bad thing after another,negative
in a rather bad mood,negative
its pretty cold outside today i got another exam,neutral
when in doubt go with the instincts,neutral
easier route,positive
good afternoon all sorted technical glitch,positive
running errands with my little man maybe he wont act like a year old today,neutral
looks exactly like i do when i get that gh guitar in my hand,neutral
why nobody write with me,neutral
it was so awesome,positive
off to school so tired didnt hear the texts i had last night lol still tired but i love jesus christ,neutral
im gettin off nd watch a movie nd have a couple of drinks nd shots ill try get get back on if i can,neutral
in itlesson at school and eating salad,neutral
never learned how to write in french just basic stuff,negative
epic ocd moment i deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
im a genius put rug in washing machine left folding door half open machine moved now door wont close or open shaking head,neutral
thats not fair,negative
good,positive
i dunno man how bout some wendys mm we dont gots that in htown,neutral
i ran outta bathroom passes maybe mrs french will be nice today,neutral
i hate the fact that it is so nice outsidee and im inside doing revisionn,neutral
neck really hurts,negative
scare me,negative
its soo good,positive
pisses,negative
love,positive
me too except move that to,neutral
helloo,negative
tee we beefinwhat was u supposed to do before leavin,neutral
depressing it is being at a steakhouse,negative
e what a night,positive
good morning jess here just wanted to say thank you to everyone following us tell your friends about us please,positive
i wont whine about bad beats,positive
ahh i finally went to yogurtland i saved my spoon hahaha,neutral
any sorry wahh lub u too,neutral
you can call me anything but bitch i suppose,negative
they burnt my zuccini,negative
i hope,positive
bored,negative
sad,negative
where did you get a copy i wanna watch that also,neutral
burned,negative
so sad,negative
nice,positive
that is truly impressive,positive
you charmer do you like football too,neutral
s very sweet,positive
i missed you today was the greatest day ever im burnt and lmfao but it will be a nice tan rides in hrs,neutral
perhaps she will start including magic in all of her tweets now too btw you didnt write magic in ur tweet to me,neutral
i feel like,negative
im so sorry do you want me to call,negative
ya and i would have gained a few kgs by then what are you working on today,neutral
thumping,negative
cant wait to crack it open and no doubt will learn from it as well as support my evangelizing cubiclefreedomness,positive
sad,negative
lol it went okay as,positive
cry,negative
about to go eat breakfast at jay jays cafe with my one and only,neutral
stepped,negative
headache,negative
,negative
happy as can be,positive
broke,negative
headaches suck especially stress related ones i used to get those a lot,neutral
like la,positive
its soo sweet,positive
chili cheese fries a bad idea for lunch,negative
i love,positive
youre not gonna paint me oh well,neutral
just joined twitter hiya world,neutral
indeed i did get your song however am unable to listen,neutral
but i cant,negative
feeling better still coughing not moving on yet its impossible,neutral
a little scared,negative
tell your grandmother i say hello,neutral
ah now comedy central have frasier all morning till twelve so i guess there goes my morning,neutral
eels slightly better but i sure do miss himhes going to be so hard to get over i messed it up donutscomfort,neutral
i need to get some shut eye but i just cant lets try more time ta ta twitterworld,neutral
dangwhen did they plant those thorny bushes there ouchno kitty hugs today,neutral
nanay cried after reading the card i gave her hugged her and next thing i knew i was crying too haha were such cry babies love her,neutral
cant wait for daughtrys new album,positive
busy,negative
lot funnier,positive
like double posting on twitter lol not me i dont take anything,neutral
my friday feels boring too,negative
r fun,positive
fair enough actually you dont have to give me xmen mad max will do me fine,positive
t ew,negative
depress,negative
but not doing a followup,negative
no fair,negative
starting off my day with a little northern light,neutral
tired,negative
soo glad to learn that farrells ice cream parlor is staging a comeback in so cal too bad,neutral
i love,positive
there was no traffic at all on my way home and all traffic lights were greenim afraidiowe karma a big check,positive
boring,negative
hardly recognize or read it back,negative
y is it when i luv someone i fear them,neutral
great,positive
down,negative
beautiful,positive
fun,positive
love,positive
thank you,positive
at least its legal here in kuwait if u werent driving suv then u will get a ticket with big smile,neutral
yup stil at work,neutral
oh i love em but when i think about the kind of preservatives theyre using to stay justbaked it kinda makes me sick,neutral
today was successful,positive
e isnt legal,negative
im sorryy i went to the cinema with my broth cause im cool and yeah im sorry tomorrow tho ill make sure of,neutral
nope she can travel all she wants when she can pay for it,neutral
good morning david happy mothers day to your mom lol too bad u cant be with her she is so awesome,neutral
my sunglasses broke,neutral
is up with a nasty cough i cant be sick,negative
really enjoyed star trek great movie amazing special effects definately recommend,positive
lovely,positive
wonderful,positive
blockbusterc,positive
lovely,positive
who what call me,neutral
,negative
so jealous im not at asylum right now,negative
just giving shouts to all my peoples in twitterville,neutral
pwnd from all sides,neutral
today is maintenance day for me my flat and my blogyeahh a lot of little works,neutral
nhl not a fan of either team my head says detroit my feet say the pens my heart doesnt care go kings in,neutral
you have been busy have a lovely time,positive
hes totally putting my mind at ease,positive
problem,negative
its this year cant catch it wont be in ny till oct,neutral
oh sure thx,positive
i cant comment directly to someone and im here all alone,neutral
is responding to an email,neutral
i dont even know what sporting social enterprise means,neutral
you were great just awesome i was crying cuz i wanted to be there so bad,neutral
d welcome,positive
romantic evening in with papa murphys and battle bc from the history channel,positive
do you really smoke,neutral
bloody sunburned,negative
o good foods good music great weather,positive
aww im sorry i changed the picture just for you because you rock like that,neutral
ohh that cant be very fun but hell you manned it up looks like you got some done tod,negative
not gonna ask what a boom boom is morning,neutral
like you said you would i wish you aswered my calls it cost me,positive
,negative
so close to tennessee,neutral
yeaup i was gonna tell ya that,neutral
hard,negative
you need to play something from mary poppins at them everyone knows thats how rooms get tidy,neutral
disproves,negative
,positive
wonderful,positive
sick,negative
shut up,negative
guess ill drive it back nine hours,neutral
o jealous,negative
im not letting reach sink thats for sure im still presenting and joint hon owens mon im sat,neutral
wishes,positive
test seo smo marketing try it,neutral
another day at the office the sun is bursting from the skyand the women are eh wellback to the keyboard,neutral
rushing to sitter to pick up my preschooler,neutral
you didnt give out followfriday advice like i told you,neutral
sadly,negative
but i juss cantt sleepp omq,negative
awesome,positive
you tedtalks,negative
had a totally chilled out day relaxing in the garden in the lovely weather shame i have to go to work tomorrow,neutral
eso far so good,positive
good for you rachel,positive
screwed,negative
i already miss my mohawk,negative
only got in tips last night n but he earned bulk money anywho,neutral
we have wasted our vacation money,negative
listening to lady gaga relatives just left after our mothers day celebration,neutral
im so poor,negative
i just spit my drink out,negative
thank you so much,positive
ahh normally i would jump at that but im manning the office solo today,neutral
great,positive
its not nice,negative
one of my favorite wkp songs,positive
feeling better did nothing yesterday but lay around hate i missed the youth leader polar bear swim gotta love yout,neutral
painting,neutral
oh nos what happened,neutral
i know youre excited,positive
so hard,negative
about to clock into work,neutral
now we are also on twitter follow us to know the latest,neutral
sux,negative
mr tweet i think,neutral
miss jo,negative
this is for nicole ã¯â¿â½ its raining make sure you bring an umbrellaã¯â¿â½ see its not about the pack train im on today,neutral
sorry,negative
texas chainsaw massacre the next generation tis nothing but pure insanity can i have the title of queen of watching bad horror films,neutral
misse,negative
wonderful,positive
who goes bowling anymore me and my friends,neutral
im just following you because were both wearing converse,neutral
mad,negative
its brokey,neutral
had a fun time at the concert almost got a picture with taylor momsen freakin next in line then she left,positive
im happy,positive
finally synced ipod,neutral
if you register now youll be able to buy in prepresale next year saturdays gonna be mayhem on internet wake up early girl,neutral
dont really mean anything to me anymore,negative
im home videoke at funtime yey got loads of tickets nyahahaha,neutral
nothing like waking up slow in the morning docs appt today,neutral
tanya is jealous because im mikes new favorite its because he tried to kiss me over the weekend,neutral
disturbed,negative
sad,negative
ã¯â¿â½ã¯â¿â½h iã¯â¿â½m gonna go in the big house now borrow my sis guitar and play and maybe write,neutral
fresh air,positive
noobody would watch it wme,negative
sleepy im off goodnight twitterverse,neutral
go into an antigravity chamber then you can tell gravity to suck it,neutral
off to friendss,neutral
summer is here,neutral
love you so much,positive
boo im lonely and bored,negative
hurts,negative
off to the dream world to battle the evil spork horde later folks,neutral
too hot,negative
i always get left out,negative
t enjoying,positive
might start spanishany min nownope just cant do it,neutral
t i dnt even care anymore,negative
talkshow with larry then cage,neutral
,negative
stupid,negative
uhknee,neutral
i saw a squirrel get hit by a car while walking to bart this morningwondering if there was anything i could have done,neutral
just got my first lesson in when rain meets my white shirt if one more man tells me they like my bra on more time smh,neutral
at tempe marketplace waiting to see star trek,neutral
all you have to do is have your boyfriend say something for me so i can hear his accent,neutral
crappy,negative
stuck on nj transit for the past twenty minutes great way to start the week,neutral
playing the simpsons game for nitentdo ds light,neutral
love,positive
thats exactly why i prefer to give money and play outside the house stupid internet connection always ruining my instances wow,neutral
i am having a pretty good time at work talking with one on the gymnastics gils,neutral
just had an iced coffee christ that tasted nasty,negative
haha yeah i think its a bit of both,neutral
angus down in first set,neutral
steals,negative
happy,positive
i am missing him terribly,negative
i dont wanna be single the rest of my life,positive
dancing,positive
sad,negative
is boiling in the office air con,neutral
im so ready for the weekend did you see all the flash flood warnings for around here,neutral
the curse of justin strikes again date the burton and end up screwed poor sod,negative
hmm im disappointed i made servings and i am only able to enjoy one because my stomach is now full wishing i had company to help,neutral
not there but wish i were,neutral
l love,positive
nothing wrong,positive
pleasure so just fair warning,positive
ibood down,neutral
j sorry about the bad night hopefully my workout updates gave you a little humor in your night,neutral
kid congrats im still jobless,neutral
heyy how are you todayy,neutral
yucky,negative
im a reagan con according to this quiz httpquizfarmcomrunphpquizrunner,neutral
good,positive
so happy,positive
cant set up my phone on twitter,neutral
its to cold,negative
skint,negative
yolonda i went swimming with my phone at the beach lol and so i lost all my contacts,neutral
well,positive
sad,negative
if you ever need some help with the podcasters emporium let me know,neutral
ok this is a lot more boring,negative
awesome,positive
congrats,positive
hey i wont be coming to town this weekend because i dont have a day off until next friday,neutral
is so bored,negative
innh night bud,neutral
singz so i think im jst abt done being ur girrlfriendim leavinim leavin jst love cm,neutral
hey haha yep that was me negative comments get me reallyy mad so i always defend them haha,neutral
tired,negative
i spent the whole day shopping with aiza i dont really like shopping still i had fun but my feet didnt,neutral
no ones coming in,neutral
its true sorry david,neutral
my brain is gonna explode a minute from now,negative
bad,negative
d bad,negative
c i cant find the original on blipfm and the ex models version not so much,negative
fantastic,positive
basil will be the highlight of my day ive just had an old man lecture me on the greatness of the telegraph what an idiot,neutral
happy,positive
bored,negative
lov,positive
please,positive
wow justin timberlake on snl tonight was hilarious you gotta love that dude,positive
i so like,positive
is going to cla,negative
sending angry vibes to the individual in a blue vehicle who hit my car in the qfc parking lot on broad and failed to leave a note,negative
what where are u guys going,neutral
but i love adriana,positive
thanks for the retweet,positive
kinda nice break,positive
fun,positive
thinks coast capital sent her work number to telemarketers,neutral
sorry,negative
okay as long as youre all right,neutral
thank you for that,positive
my coffee got cold blah,negative
enjoy,positive
i better get to see you,positive
hoping i can get some sleep tonight,positive
woo,positive
not sure if i can use my neko tix for sunday night may be offering them to someone else youll all be the first to know if interested,neutral
finally leaving this place woohoo school time,positive
waiting for raimis new horror flick drag me to hell im really excited for this too bad its not in amcmain in kc,neutral
that would be most welcome,positive
bored,negative
sorry,negative
noo,negative
got the cofo to late didnt close today will close mondayback out to meet a buyer tonight to show a few homes to,neutral
aww man i left all my laffy taffys at work,neutral
is way too sleepy to be awake,neutral
hello twitters,neutral
not having a good day,negative
finally at home who decides its time for more work at on the friday of a long weekend apparently my client,neutral
cool,positive
ed is awake but andy doesnt feel so hot so shes still sleeping,neutral
wrong button my music biz building that is,neutral
sorry,negative
drinking tea and eating choc chip cookies going to head to sleep soon night all,neutral
hate,negative
happy,positive
,negative
i luvv this thing and am becoming quite the pro but it gives me insane headaches,neutral
best,positive
,negative
cant wait,positive
special,positive
creeping charlie is what happens when i neglect the yard for the whole spring thanks would love to see yr dogs,neutral
i am working my way through a bottle of excedrin maybe we are twins,neutral
i hate it,negative
hank thompson ã¯â¿â½ the big one got away hmm how old do you have to be to remember this,neutral
thats really of sweet of you,positive
running around town with kathleenshes leaving me for a month,neutral
i am too poor,negative
isnt even room for people,negative
at work and tired just want to go to bed,neutral
ohh i didnt double tweet a while ago did i now i did,neutral
o looking through my old stuff and found a record from my old band wella band that i was in for about a month ever heard of,neutral
special,positive
im not a fan of,negative
socal stoked or maybe not tomorrow,neutral
is feeling bad,negative
wants to increased my karma httpplurkcompsuiva,neutral
oh no please dont do that to yourself again,negative
lovelies,positive
love,positive
i dont have texting,neutral
worse,negative
lol yeah i do it cuz it just seems that way sometimes don,neutral
you know whats today no its the star wars day you,neutral
right guys i have to go,neutral
no offense but have you thought about a career change,neutral
i have ants in my apartment,neutral
jenkins nothing yet,neutral
cheese and onion or as my father says cheese and minging,neutral
saad,negative
e beautiful,positive
yes it does,neutral
good,positive
cant go out this weekend hours of exams next week prevent it got my uni summerball next sat though should be good,neutral
naisee is it bad that i can see lens flares all arond me while listening to it xd cant really catch what theyre saying tho,neutral
is up slightly later than planned gunna get this essay done,neutral
amen to that brotha,neutral
company policy has been for the last two places ive worked at,neutral
wont need my hugs anymore,negative
congratulations,positive
always makes bad decisions,negative
eating,neutral
sucks,negative
haha i bet a man did make heels im sorry you hurt though i hope you feel better livelovesing,neutral
gratitude and wishes you a magnificent productive start to your day,positive
omg they know so many words now where did the time go heres some of there words money ball keys,neutral
lame,negative
its about to get epic,positive
just got home from dinner with my mommy and my new grandma id rather be in hollywood right now,neutral
cheshirecat,neutral
classics are timelessdont believe me check youtube google etc numbers dont lie i actually performed it last night,neutral
off to work now,neutral
if there is anytime i need my car its now dammit,negative
crampss,negative
oh thats good,positive
you almost have as many viewers as the live eagle cam on ustream,neutral
i think mines the best but im biased,neutral
me,neutral
xo hey hey ur following me ur gna relise that i tweet alot haha more than a normal person wud but im not normal,neutral
sad,negative
inforks static i know ive barely seen anyone since i got into paris yesterday ive just been walking around static,neutral
is watching the final underbelly,neutral
learned,positive
dissapointed,negative
it,negative
re pot meet kettle not so sure of that equation,neutral
sweetie pie buttercup married ppl share hehehehehethis includes ur shoe collection i am trading up,neutral
im glad for you im fine,positive
its monday and all is good,positive
woohoo im fourth row back,neutral
a wonderfu,positive
,negative
trying to figure out how this works boo,neutral
ugh i just want things to go back to normal i miss my best friend,negative
collage what is feminism,neutral
at school right now,neutral
its midnight,neutral
beyond despair,negative
hahaha this is super late but thank you,neutral
i lose it,negative
good morning,positive
i love making money,positive
miss,negative
lol he does love spahkly gold things,neutral
lobster dinner with mba folks tonight but no terasse pouring rain in mtl,neutral
my wiki project is going to have to wait another month but manager thinks i need loads of time to prepare has halved my workload,neutral
lost,negative
not proud,negative
always,neutral
sound great,positive
soo what happened to power forrea,neutral
trouble in paradice,negative
so youre the reason i cant get a boc,negative
yeah i also had to do a paper i only have one more final left algebra i take it on my birthday june,neutral
i miss coffee,negative
it should take you back to colorado where you belong,neutral
hope,positive
i cant open my eyes properly maybe if i sleep for a lil while longer itll fix itself,negative
yep itã¯â¿â½s mothers day here as well but me and my family ignore it weã¯â¿â½re celebrating it every day lol,neutral
watching hairspray,neutral
its good theyre realistic but i still dont like thinking about it,neutral
so glad i did not say hi to last night i dont want the flu but sry if you really do have it,neutral
no flame wars on this weeks episode,neutral
strange but true,neutral
sick,negative
i mean im tired and soo freakin in love with my,neutral
being cautious is good,positive
hmm go to sleep because i have to be up at on a saturday for work or watch more episodes of one tree hill one tree hill i think,neutral
i miss her so much,negative
im so sorry for your loss,negative
not happy got a big choice to make,negative
best,positive
i gather you guys continued the drinking after i left,neutral
this is not good,negative
dont want to be though wish i had slept in more,negative
bad,negative
hanging out in myrtle beach as a married man,neutral
computer pissing me off gig ram dual core and vista freezes you microsofti want win,negative
ls lo,positive
yea i really need to learn to reload my own,neutral
now i dont feel so good,negative
over him finally,neutral
having horrible nightmares not gonna go back to sleep,negative
fakin kishajust my luck,neutral
fun times,positive
sucks,negative
shes smarter and classier shes perfect for him and im not,neutral
sorry im back food was calling my namelolall is good here and hi sorry i havent said sooner,neutral
aidan please,neutral
upset,negative
getting ready for work think im catching a cold yay now i gotta pull a hour shift holla at ya sometime tomorrow peace,neutral
woops,negative
ruilen,neutral
o stupid,negative
they are people too,neutral
im probs gonna have to wait until it comes out on dvd x,neutral
haha rite im free britneys spears listenin time,neutral
miss it already,negative
swollen faceagain,negative
gah,negative
sore back,negative
hey adt guess what my princelples number plate is well its not i just dunno the numbers,neutral
sad,negative
la bound,neutral
vega under firee,negative
energy steadily increasing thankfully but the cough isnt going away,neutral
love,positive
bothered,positive
you mean the fam minus ahugs,neutral
thanks wookieman i test stuff out on you lol,positive
good,positive
happy mothers day,positive
comes home is going to make a mess of it,negative
omg at that almost in our comment same bday as joe herebut i turn,neutral
stronger,positive
hurts,negative
good,positive
church is in hours i better hurry up so i can get some sleep,neutral
well for one thing i might be branded a public menace by the state,neutral
best,positive
repeat final seconds of game dalden please those officials anyway happy mothers day,neutral
woken up finally after a long night out tea toast and tv coming up,neutral
thanks,positive
more work to do,neutral
redbull has the same amount of caffine in it as a cup of coffee youre theory is quashed nicola,neutral
safe,positive
ahahahahahahahaha,positive
ok just a thought that occured to me,neutral
on my flight headed denversee yall in a min,neutral
concert please explain im intrigued,neutral
shediddy lol you gotta share too,neutral
beautifuul,positive
got burnt up,negative
i forgot to put on sunblock before getting in the car,neutral
eat something,neutral
youve got to love fly tippers worst ive seen is a dead mule dumped on holmbury hill,neutral
we drove summahkayy,neutral
im so sorry,negative
great,positive
where u at,neutral
that little girl holly find some time aw shell get loads of votes now i bet,neutral
managed to crash,negative
did you watch it,neutral
margs driving home in the rain now,neutral
intentando intentarlo once again,neutral
i didt get tht,neutral
y sadfaced,negative
disappointed,negative
i think i ordered a few days after you maybe you got something that was on backorder,neutral
finally ubuntu arrived as a disc,neutral
just burped at the same exact time as steph,neutral
d great,positive
take that back on the castone dropped last night,neutral
now its too late,negative
im already so hungry,negative
or just make someone walk on ur back im a professional back walkeroner i could use that too on the lower regions,neutral
love,positive
headache,negative
happy,positive
that happened to me once only i wasnt drunk lol,neutral
i really need a job,neutral
good morningafternoonnight to allstudying as usual,neutral
slowest friday eevveerr,negative
lol kalaharinet marketing may the be with you,neutral
fmll,negative
i think me gettin a physical change,neutral
kill,negative
i normally dnt sleep until like cud never sleep at night n ur entertainment,neutral
learning all about nonpayment from a client for a new business this is a headache i was hoping to avoid,neutral
ok so i cant sleep twitter it is,neutral
hypervenilating cuz i just watched keith urbans new video trying to calm down and im realizing how far away august is,neutral
grumble,negative
i was so close into entering pogue s book today world according to twitter yet now i seem so far,neutral
sadly,negative
it was never to charge again,negative
just woke up a little while ago i did sleep a couple of hours lol im wide awake now,neutral
bad,negative
i think i am going to cry now,negative
who thinks i should start doing iphone app development business reply to win an easywriter pro code,neutral
i really want to go to the concert tomorrow,neutral
cry,negative
but it is not,negative
congrats,positive
hm i dont i can recommend any white chocolates though you have to move to the dark side first,neutral
funny,positive
congrats hughesy to you and holly on the safe arrival of rafferty david hughes hope all is well xoxo,positive
wish i could attend this year but these small events like the nba and stanley cup finals keep getting in the way work work work,neutral
ahokay,neutral
yeah its,neutral
would like to remind people that i am out of kansai scene and whatever the current issue is like i have had nothing to do with it,negative
nice i want it ill get the pirated i miss you,neutral
this early in the morning they probably wont even need much makeup,neutral
my picture wont come up it keeps saying thats a nice picture but where is it,neutral
good,positive
thanks for rubbing it in,positive
i got exam week this week,negative
never good,negative
wow im tired going to bed good night,neutral
love,positive
hate,negative
never noticed that before but youre right guess thats because my heart is always dreaming of travel,neutral
hang in there i can be there in about three more hours,neutral
well do lunch uhhindoors though we are having a thunderstorm rolling in,neutral
they ended up staying late but how was ur night lol,neutral
yep working on the post now,neutral
shame,negative
so ready for dc tomorrow photo trippin,neutral
miss,negative
ah not doing cbeebies epg by any chance are you hehe need pinkyponk crash warnings is your journey home long,neutral
disappointing report card,negative
dont be worried im safe and sound you,positive
back from lunch and i just remembered i have to join the daily recap with jb,neutral
like,positive
haha yeah this is improving my nite big time i have to make a skype call soon tho so will have to tear myself away,positive
that would be a good choice,positive
i feel real good now,positive
looking for a new laptop battery why are they so expensive,neutral
hate,negative
awsome,positive
s dont paint a good picture,negative
awesome,positive
forget completely abt uploading the assignemtn only remmebered cos of ur twit,neutral
haha because im at work and cant read anything,neutral
umno we will most likely be inside a lot maybe the skirt will work,neutral
its like i had a power nap,neutral
last day for our professional interns,neutral
good night tw,positive
like a criminal with my cold,negative
went on a long mile bike ride today then it started raining,neutral
i found out about it a little late and couldnt afford it,negative
but it was so good,negative
miss them already,negative
did you drink too much the best cure is a fry up,neutral
i see,neutral
its more fun revising with others but you get distracted easier yeah im tired,neutral
enjoying,positive
prepare yourself,neutral
,negative
its make a wish,neutral
sorry,negative
omg thats a nightmare,negative
stuck,negative
god im up early,negative
yes yes it was,neutral
miss,negative
went to get driver license and car licnse plates renewed my mechanic that does inspections out of town today,neutral
cant contain myself too excited,positive
gotta get up early tomorrowgotta be at work for,neutral
dreadfully,negative
thelma rebeca fernanda symonds fernanda cordova,neutral
check and check and yes i did and am,neutral
caught up with apprentice last night poor howard it was lorraines turn to go,neutral
i was listening to that earlier and the other day i was planning something with my friends and i said that they were,neutral
i justwatched like straight episodes of escaped on id discovery channel a guy imprisoned women killed and cooked them,neutral
i guess we will wait see,neutral
sweet november,positive
felt all hot n sweaty was nice tho,neutral
tired,negative
on the phone with the bank,neutral
i hate it,negative
i may shed a tear,negative
tomorrow i mean anna,neutral
not really good,negative
the good thing of having a fever is feeling cold especially in such hot weather i think im hallucinating lol,neutral
if someone have a friendster profyjust add meaytlolhttpbitlyuspln,neutral
woot lol its gonna be hard to send this one ba,neutral
felt bad for the guy haha im good i miss you guys,neutral
hope you get your car today hate anything that stops me from my work,neutral
heres a quote for ya jesus built a bridge with boards and nails,neutral
wish,positive
fisher hey how are udid u got my reply,neutral
pain,negative
i cut my thumb on a broken coffee pot,negative
i cant,negative
that sucks,negative
positive,positive
studying for my exam tomorrow packin up,neutral
little bit late,negative
lost,negative
i lovee cashis ms jenkins is my shitt,neutral
at the only with and but not with,neutral
i cant believe it,neutral
ugh rude,negative
its all over no more high school,negative
youre the one getting married on me,neutral
miss,negative
hello loves,positive
ur a poopy head,negative
movie out today but i cant go see it,negative
i know yayy,neutral
i went to the doctor i hav a virus,neutral
happy,positive
it i want to see that movie soo bad dont tell me anything hehe,neutral
lol thatll teach me to blindly trust amazon search results without reading,neutral
best,positive
shes mad coz she purposely let you step on her foot n thought you would give her a kiss to compensate but you didnt,neutral
i now know more than i ever wanted to know about the extinction of frogs,neutral
difficult,negative
like youre not enjoying the hell out if it,neutral
i miss him,negative
layenn downuughh dunt feel well,negative
the detalis can get a bit gruesome,negative
changed my hairstylebut it isnt good as it supposed to be n dont wealth that much money hate that hairdresser,negative
thank god for starbucks,positive
flying is falling getting distracted and missing the ground,neutral
y forgiving,positive
lovely,positive
s so amusing,positive
yes i am,neutral
spending the night with mom and tommy just ordered pizza hut yum,positive
i am in total love,positive
mitchell i tryed to add you on xbox live lastnight during when i was in your live show but your friends list is full,neutral
tigers woo youre my baby omfg cleveland was a blast,positive
votes for hungarywhat butbutthe nurburgring,neutral
poor stuart i was wonde,neutral
killed,negative
whn r u goin to europe,neutral
feels so refreshing,positive
i love music,positive
bad excuse,negative
pretty nice,positive
freakin,negative
dj xmas a week early hehe at least you didnt have to do any last min shopping,neutral
,neutral
ooh neat yes sf has such good food again so jealous of all you sf people,neutral
stupid work internet access restrictions,negative
love yo,positive
i really wish i could make it,positive
aww try to rest na lang muna,neutral
thats not too bad good luck,positive
i feel sad for you elizabeth,negative
hey who are you closest to among all the disney stars im a filipno too d,neutral
